TruePersonID,CanonicalName,CanonicalNameKn,Moniker,GenderID,BirthYear,HomeDistrictID,HomeUnitID,MOFamily,TravelPropensity,Quota,ActiveFrom,ActiveTo,GangID,CollisionGroup
P000164,Prasad Krishnappa,ಪ್ರಸಾದ ಕೃಷ್ಣಪ್ಪ,,1,1985,26,328,chain_snatching,0.09,1,2025-08-22,2026-06-30,,
P000165,Mahesh Mariyappa,ಮಹೇಶ ಮಾರಿಯಪ್ಪ,,1,1966,4,49,mobile_snatching,0.09,1,2022-05-17,2023-10-20,,
P000166,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,2001,30,388,murder,0.09,1,2025-07-15,2026-06-30,,
P000167,Siddaraju Basappa,ಸಿದ್ದರಾಜು ಬಸಪ್ಪ,,1,2001,11,141,shop_burglary,0.09,1,2023-06-24,2024-04-30,,
P000168,Manjunath Rangappa,ಮಂಜುನಾಥ ರಂಗಪ್ಪ,Auto,1,1970,4,49,shop_burglary,0.09,3,2022-04-12,2023-07-23,,
P000169,Suresh Mallappa,ಸುರೇಶ ಮಲ್ಲಪ್ಪ,,1,1984,26,328,two_wheeler_theft,0.09,1,2022-10-19,2024-10-11,,
P000170,Manjunath Timmappa,ಮಂಜುನಾಥ ತಿಮ್ಮಪ್ಪ,Uddha,1,1990,4,48,cattle_theft,0.09,1,2022-08-26,2024-08-05,,
P000171,Naveen Krishnappa,ನವೀನ ಕೃಷ್ಣಪ್ಪ,,1,1978,28,351,house_break_night,0.09,1,2025-08-26,2026-06-30,,
P000172,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,,1,1986,23,302,chit_fund_cheating,0.09,2,2024-06-13,2026-06-30,,
P000173,Madhu Rangappa,ಮಧು ರಂಗಪ್ಪ,Auto,1,1999,4,51,sand_smuggling,0.09,1,2025-04-07,2025-08-24,,
P000174,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,Dodda,1,1996,17,218,cattle_theft,0.09,8,2024-07-08,2026-06-30,,
P000175,Deepak Basappa,ದೀಪಕ ಬಸಪ್ಪ,,1,1964,13,165,mobile_snatching,0.09,3,2023-05-21,2026-06-30,G00122,
P000176,Manjunath Chennappa,ಮಂಜುನಾಥ ಚೆನ್ನಪ್ಪ,,1,1977,17,214,hurt_affray,0.09,9,2025-02-09,2026-06-30,,
P000177,Santosh Mariyappa,ಸಂತೋಷ ಮಾರಿಯಪ್ಪ,,1,2001,24,308,card_skimming,0.09,5,2021-07-24,2024-04-21,G00080,
P000178,Ravi Fakirappa,ರವಿ ಫಕೀರಪ್ಪ,,1,1993,4,48,illicit_liquor,0.09,1,2025-09-23,2026-06-30,,
P000179,Ramesh Shivappa,ರಮೇಶ ಶಿವಪ್ಪ,,1,2000,23,302,illicit_liquor,0.09,1,2024-08-23,2026-06-30,,
P000180,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1992,20,257,chain_snatching,0.09,1,2022-07-21,2024-05-22,,
P000181,Deepak Basappa,ದೀಪಕ ಬಸಪ್ಪ,,1,1978,26,332,mobile_snatching,0.09,2,2022-04-20,2026-01-15,G00106,
P000182,Somashekar Krishnappa,ಸೋಮಶೇಖರ ಕೃಷ್ಣಪ್ಪ,Battale,1,1992,25,323,chain_snatching,0.09,3,2024-02-24,2026-06-30,,
P000183,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,,1,1982,9,105,murder,0.09,1,2025-12-03,2026-06-30,,
P000184,Siddaraju Basappa,ಸಿದ್ದರಾಜು ಬಸಪ್ಪ,Dodda,1,1966,2,28,shop_burglary,0.09,1,2021-07-01,2022-12-09,,
P000185,Yallappa Basappa,ಯಲ್ಲಪ್ಪ ಬಸಪ್ಪ,,1,1972,15,184,murder,0.09,3,2026-01-24,2026-06-30,,C0073
P000186,Gangadhar Ningappa,ಗಂಗಾಧರ ನಿಂಗಪ್ಪ,,1,1967,7,88,hurt_affray,0.09,8,2021-10-18,2023-09-24,,C0108
P000187,Girish Basappa,ಗಿರೀಶ ಬಸಪ್ಪ,,1,1974,19,247,house_break_night,0.09,1,2023-08-01,2024-01-17,,
P000188,Ningaraj Chennappa,ನಿಂಗರಾಜ ಚೆನ್ನಪ್ಪ,Dodda,1,1989,4,51,highway_dacoity,0.09,1,2022-01-31,2023-07-25,,
P000189,Basavaraj Basappa,ಬಸವರಾಜ ಬಸಪ್ಪ,,1,1977,30,391,chain_snatching,0.09,2,2024-12-27,2026-06-30,,
P000190,Veeresh Mariyappa,ವೀರೇಶ ಮಾರಿಯಪ್ಪ,Gundu,1,1993,23,298,chain_snatching,0.09,12,2025-10-08,2026-06-30,,
P000191,Mahesh Ningappa,ಮಹೇಶ ನಿಂಗಪ್ಪ,,1,1992,4,49,mobile_snatching,0.09,5,2025-11-26,2026-06-30,G00043,
P000192,Hanumantha Timmappa,ಹನುಮಂತ ತಿಮ್ಮಪ್ಪ,,1,1971,2,27,highway_dacoity,0.09,1,2025-04-05,2026-06-30,,
P000193,Manjunath Ningappa,ಮಂಜುನಾಥ ನಿಂಗಪ್ಪ,,1,1984,21,269,house_break_night,0.09,1,2023-11-12,2025-09-12,,
P000194,Ravi Ningappa,ರವಿ ನಿಂಗಪ್ಪ,,1,1961,7,87,cattle_theft,0.09,2,2023-09-29,2025-01-11,,
P000195,Gangadhar Krishnappa,ಗಂಗಾಧರ ಕೃಷ್ಣಪ್ಪ,,1,1965,21,268,murder,0.09,1,2022-01-21,2023-05-25,,
P000196,Ramesh Mariyappa,ರಮೇಶ ಮಾರಿಯಪ್ಪ,,1,2005,15,192,murder,0.09,2,2025-12-28,2026-06-30,G00139,C0101
P000197,Manjunath Nagappa,ಮಂಜುನಾಥ ನಾಗಪ್ಪ,,1,1990,3,36,ndps_ganja,0.09,2,2022-11-13,2023-05-16,,C0053
P000198,Chandru Chennappa,ಚಂದ್ರು ಚೆನ್ನಪ್ಪ,,1,1973,24,313,chain_snatching,0.42,1,2022-11-15,2025-05-26,,
P000199,Shivakumar Shivappa,ಶಿವಕುಮಾರ ಶಿವಪ್ಪ,,1,1989,4,51,hurt_affray,0.42,2,2022-05-23,2026-03-14,,
P000200,Kumar Basappa,ಕುಮಾರ ಬಸಪ್ಪ,,1,1971,18,233,house_break_night,0.09,3,2022-06-05,2024-09-30,,
P000201,Manjunath Shivappa,ಮಂಜುನಾಥ ಶಿವಪ್ಪ,,1,1976,27,346,shop_burglary,0.09,1,2021-05-26,2025-04-14,,
P000202,Ramesh Basappa,ರಮೇಶ ಬಸಪ್ಪ,,1,1970,9,104,hurt_affray,0.42,2,2025-01-09,2026-03-04,G00092,
P000203,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1968,21,276,cattle_theft,0.09,2,2021-11-20,2024-04-03,,
P000204,Mahesh Muniyappa,ಮಹೇಶ ಮುನಿಯಪ್ಪ,Dodda,1,1962,13,158,sand_smuggling,0.09,12,2023-11-15,2026-06-30,G00125,
P000205,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1978,15,193,highway_dacoity,0.09,1,2024-02-01,2026-06-30,,
P000206,Ganesh Puttappa,ಗಣೇಶ ಪುಟ್ಟಪ್ಪ,,1,2002,2,28,house_break_night,0.09,1,2024-09-07,2026-03-30,,
P000207,Basavaraj Hanumappa,ಬಸವರಾಜ ಹನುಮಪ್ಪ,,1,1974,3,37,mobile_snatching,0.09,1,2026-01-26,2026-06-30,,
P000208,Mahesh Lingappa,ಮಹೇಶ ಲಿಂಗಪ್ಪ,,1,1968,4,47,house_break_night,0.09,3,2023-11-03,2026-06-30,,
P000209,Ganesh Basappa,ಗಣೇಶ ಬಸಪ್ಪ,,1,2001,26,330,murder,0.42,2,2021-01-18,2022-06-03,,C0045
P000210,Lokesh Rangappa,ಲೋಕೇಶ ರಂಗಪ್ಪ,,1,2001,29,369,shop_burglary,0.09,1,2022-06-25,2024-07-21,,
P000211,Ganesh Ningappa,ಗಣೇಶ ನಿಂಗಪ್ಪ,,1,1964,13,163,two_wheeler_theft,0.09,1,2025-12-07,2026-06-30,,
P000212,Nagaraj Basappa,ನಾಗರಾಜ ಬಸಪ್ಪ,,1,1964,30,393,chit_fund_cheating,0.09,1,2024-10-08,2025-11-18,,
P000213,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,,1,1972,19,241,house_break_night,0.09,1,2022-05-22,2023-07-02,,
P000214,Venkatesh Venkatappa,ವೆಂಕಟೇಶ ವೆಂಕಟಪ್ಪ,Kadu,1,1961,3,41,murder,0.09,2,2023-03-24,2023-12-04,,
P000215,Ravi Basappa,ರವಿ ಬಸಪ್ಪ,,1,1985,4,48,house_break_night,0.09,1,2025-05-29,2026-06-30,,
P000216,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,Chikka,1,1967,4,48,two_wheeler_theft,0.09,1,2023-05-27,2026-06-30,,
P000217,Mallikarjuna Timmappa,ಮಲ್ಲಿಕಾರ್ಜುನ ತಿಮ್ಮಪ್ಪ,Kempu,1,1982,17,222,chit_fund_cheating,0.42,1,2024-08-07,2026-06-30,,
P000218,Girish Sangappa,ಗಿರೀಶ ಸಂಗಪ್ಪ,,1,1979,5,67,chit_fund_cheating,0.42,2,2021-03-27,2025-01-26,,
P000219,Sunil Hanumappa,ಸುನೀಲ ಹನುಮಪ್ಪ,,1,1970,2,26,chit_fund_cheating,0.09,1,2025-08-13,2026-06-30,,
P000220,Manjunath Mallappa,ಮಂಜುನಾಥ ಮಲ್ಲಪ್ಪ,Dodda,1,1996,1,17,mobile_snatching,0.42,1,2023-07-29,2026-06-30,,
P000221,Somashekar Rangappa,ಸೋಮಶೇಖರ ರಂಗಪ್ಪ,,1,1966,2,31,highway_dacoity,0.09,2,2025-07-21,2026-06-30,G00136,
P000222,Manjunath Chennappa,ಮಂಜುನಾಥ ಚೆನ್ನಪ್ಪ,,1,1993,13,158,cattle_theft,0.09,3,2023-09-03,2026-06-30,,
P000223,Shivakumar Basappa,ಶಿವಕುಮಾರ ಬಸಪ್ಪ,,1,1989,17,212,sand_smuggling,0.09,1,2021-04-15,2022-08-07,,
P000224,Prakash Doddappa,ಪ್ರಕಾಶ ದೊಡ್ಡಪ್ಪ,,1,1990,3,41,card_skimming,0.09,1,2025-03-18,2026-06-30,,
P000225,Lakshmi Hanumappa,ಲಕ್ಷ್ಮಿ ಹನುಮಪ್ಪ,,2,1976,17,220,ndps_ganja,0.09,1,2023-08-25,2025-01-28,,
P000226,Hanumantha Yamanappa,ಹನುಮಂತ ಯಮನಪ್ಪ,,1,1972,10,127,ndps_ganja,0.09,2,2021-04-19,2023-12-27,G00117,
P000227,Manjula Shivappa,ಮಂಜುಳಾ ಶಿವಪ್ಪ,,2,1995,15,191,highway_dacoity,0.09,1,2021-12-14,2022-08-22,,
P000228,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,,1,1975,13,163,murder,0.09,1,2023-11-07,2026-06-30,,
P000229,Ramesh Venkatappa,ರಮೇಶ ವೆಂಕಟಪ್ಪ,,1,1961,21,277,hurt_affray,0.09,4,2026-01-21,2026-06-30,G00088,
P000230,Manjunath Puttappa,ಮಂಜುನಾಥ ಪುಟ್ಟಪ್ಪ,,1,1975,17,214,illicit_liquor,0.09,1,2024-06-10,2025-03-30,,
P000231,Anand Krishnappa,ಆನಂದ ಕೃಷ್ಣಪ್ಪ,,1,1976,4,52,mobile_snatching,0.09,1,2021-05-16,2023-07-29,,
P000232,Nagaraj Basappa,ನಾಗರಾಜ ಬಸಪ್ಪ,,1,2002,3,43,card_skimming,0.09,1,2021-08-14,2023-06-25,,
P000233,Geetha Lingappa,ಗೀತಾ ಲಿಂಗಪ್ಪ,,2,1991,3,39,house_break_night,0.09,1,2025-08-02,2026-06-30,,
P000234,Prakash Krishnappa,ಪ್ರಕಾಶ ಕೃಷ್ಣಪ್ಪ,Dodda,1,1970,1,22,hurt_affray,0.09,1,2022-08-15,2025-12-28,,
P000235,Yallappa Eranna,ಯಲ್ಲಪ್ಪ ಈರಣ್ಣ,Dodda,1,1998,27,340,hurt_affray,0.09,3,2023-08-22,2025-06-13,,C0069
P000236,Manjunath Boregowda,ಮಂಜುನಾಥ ಬೋರೇಗೌಡ,,1,2003,19,245,shop_burglary,0.09,4,2025-02-24,2026-06-30,,
P000237,Harish Shivappa,ಹರೀಶ ಶಿವಪ್ಪ,,1,1977,6,74,cattle_theft,0.09,1,2023-06-08,2025-11-10,,
P000238,Manjunath Hanumappa,ಮಂಜುನಾಥ ಹನುಮಪ್ಪ,,1,1969,27,343,house_break_night,0.09,5,2021-07-13,2022-05-14,,C0061
P000239,Sunitha Nagappa,ಸುನೀತಾ ನಾಗಪ್ಪ,Lorry,2,1986,4,46,sand_smuggling,0.09,7,2025-12-21,2026-06-30,G00034,
P000240,Nagaraj Basappa,ನಾಗರಾಜ ಬಸಪ್ಪ,,1,1996,25,321,card_skimming,0.09,1,2022-12-06,2026-06-30,,
P000241,Nagaratna Basappa,ನಾಗರತ್ನ ಬಸಪ್ಪ,,2,1980,2,26,illicit_liquor,0.09,5,2023-08-23,2024-01-07,G00134,C0055
P000242,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1984,3,37,ndps_ganja,0.09,1,2023-01-28,2023-10-17,,
P000243,Somashekar Basappa,ಸೋಮಶೇಖರ ಬಸಪ್ಪ,,1,1982,28,353,murder,0.09,1,2023-10-25,2024-12-07,,
P000244,Ravi Chennappa,ರವಿ ಚೆನ್ನಪ್ಪ,,1,2001,13,160,chain_snatching,0.09,7,2022-12-04,2025-09-16,G00120,
P000245,Manjunath Lingappa,ಮಂಜುನಾಥ ಲಿಂಗಪ್ಪ,Kadu,1,1964,3,41,chit_fund_cheating,0.09,2,2022-08-12,2024-06-18,,
P000246,Suresh Boregowda,ಸುರೇಶ ಬೋರೇಗೌಡ,,1,1974,21,270,cattle_theft,0.09,3,2022-12-12,2026-01-22,,
P000247,Mahesh Lingappa,ಮಹೇಶ ಲಿಂಗಪ್ಪ,,1,1963,19,241,shop_burglary,0.09,1,2022-08-17,2023-04-09,,
P000248,Shankar Timmappa,ಶಂಕರ ತಿಮ್ಮಪ್ಪ,,1,1966,11,137,chit_fund_cheating,0.42,1,2023-06-14,2024-11-08,,
P000249,Harish Basappa,ಹರೀಶ ಬಸಪ್ಪ,,1,1962,19,241,cattle_theft,0.09,1,2021-04-09,2025-04-18,,
P000250,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,2000,8,99,hurt_affray,0.09,1,2024-11-03,2026-06-30,,
P000251,Srinivas Venkatappa,ಶ್ರೀನಿವಾಸ ವೆಂಕಟಪ್ಪ,,1,1981,1,20,chain_snatching,0.09,1,2021-05-29,2023-04-07,,
P000252,Nagaraj Krishnappa,ನಾಗರಾಜ ಕೃಷ್ಣಪ್ಪ,,1,2001,24,307,shop_burglary,0.09,5,2021-12-17,2025-12-03,G00079,
P000253,Savitha Krishnappa,ಸವಿತಾ ಕೃಷ್ಣಪ್ಪ,,2,2003,3,42,murder,0.09,2,2021-06-04,2024-03-06,G00168,
P000254,Ravi Basappa,ರವಿ ಬಸಪ್ಪ,,1,1968,4,48,chain_snatching,0.09,1,2021-03-22,2024-05-24,,
P000255,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,,1,1983,21,269,murder,0.09,1,2024-05-17,2026-06-30,,
P000256,Mahesh Boregowda,ಮಹೇಶ ಬೋರೇಗೌಡ,,1,1975,1,14,chain_snatching,0.09,1,2025-05-02,2026-06-30,,
P000257,Renuka Basappa,ರೇಣುಕಾ ಬಸಪ್ಪ,,2,1966,30,394,hurt_affray,0.42,1,2024-03-24,2026-06-30,,
P000258,Basavaraj Boregowda,ಬಸವರಾಜ ಬೋರೇಗೌಡ,,1,1964,22,290,hurt_affray,0.09,1,2025-10-13,2026-06-30,,
P000259,Kiran Basappa,ಕಿರಣ ಬಸಪ್ಪ,Kempu,1,1963,18,235,murder,0.09,1,2023-02-18,2025-07-01,,
P000260,Umesh Venkatappa,ಉಮೇಶ ವೆಂಕಟಪ್ಪ,,1,2002,15,184,cattle_theft,0.09,1,2022-11-15,2023-09-09,,
P000261,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,2002,9,103,card_skimming,0.09,1,2023-08-01,2024-10-17,,
P000262,Venkatesh Somappa,ವೆಂಕಟೇಶ ಸೋಮಪ್ಪ,,1,1968,4,49,hurt_affray,0.09,4,2022-05-11,2025-07-02,,
P000263,Arun Nagappa,ಅರುಣ ನಾಗಪ್ಪ,,1,1975,20,259,card_skimming,0.09,1,2022-12-01,2023-04-29,,
P000264,Nagaraj Lingappa,ನಾಗರಾಜ ಲಿಂಗಪ್ಪ,,1,2000,19,240,ndps_ganja,0.09,8,2021-07-18,2022-02-01,G00082,
P000265,Suresh Muniyappa,ಸುರೇಶ ಮುನಿಯಪ್ಪ,Kadu,1,1966,16,197,two_wheeler_theft,0.09,7,2023-01-11,2025-02-06,,
P000266,Lakshmi Krishnappa,ಲಕ್ಷ್ಮಿ ಕೃಷ್ಣಪ್ಪ,Kabbina,2,1977,24,313,ndps_ganja,0.09,2,2022-04-10,2025-02-26,,
P000267,Mahesh Siddappa,ಮಹೇಶ ಸಿದ್ದಪ್ಪ,,1,1979,10,125,ndps_ganja,0.42,4,2022-08-24,2025-12-24,G00116,
P000268,Siddaraju Chikkegowda,ಸಿದ್ದರಾಜು ಚಿಕ್ಕೇಗೌಡ,,1,1969,3,42,shop_burglary,0.09,1,2025-11-21,2026-06-30,,
P000269,Mahesh Basappa,ಮಹೇಶ ಬಸಪ್ಪ,,1,1995,3,37,card_skimming,0.09,1,2025-04-08,2026-06-30,,
P000270,Basavaraj Gurappa,ಬಸವರಾಜ ಗುರಪ್ಪ,,1,1990,2,28,sand_smuggling,0.09,1,2021-06-29,2025-07-11,,
P000271,Gopal Gurappa,ಗೋಪಾಲ ಗುರಪ್ಪ,,1,1978,9,115,chit_fund_cheating,0.09,2,2024-07-02,2026-03-08,,
P000272,Mahesh Puttappa,ಮಹೇಶ ಪುಟ್ಟಪ್ಪ,,1,1961,23,297,two_wheeler_theft,0.09,1,2023-11-24,2026-06-30,,
P000273,Raju Hanumappa,ರಾಜು ಹನುಮಪ್ಪ,Chikka,1,1963,11,137,sand_smuggling,0.09,2,2022-06-13,2023-09-19,,
P000274,Suresh Krishnappa,ಸುರೇಶ ಕೃಷ್ಣಪ್ಪ,,1,2003,18,229,hurt_affray,0.09,1,2025-12-15,2026-06-30,,
P000275,Basavaraj Sangappa,ಬಸವರಾಜ ಸಂಗಪ್ಪ,,1,1993,22,280,mobile_snatching,0.09,1,2023-04-03,2024-07-02,,
P000276,Dinesh Krishnappa,ದಿನೇಶ ಕೃಷ್ಣಪ್ಪ,Kadu,1,1965,17,214,chain_snatching,0.09,3,2024-05-24,2026-06-30,,
P000277,Suresh Mallappa,ಸುರೇಶ ಮಲ್ಲಪ್ಪ,,1,1975,15,190,card_skimming,0.42,1,2022-12-24,2026-06-30,,
P000278,Shivakumar Ningappa,ಶಿವಕುಮಾರ ನಿಂಗಪ್ಪ,,1,1993,23,301,sand_smuggling,0.09,2,2021-09-10,2024-08-26,,
P000279,Harish Muniyappa,ಹರೀಶ ಮುನಿಯಪ್ಪ,Kadu,1,1981,20,253,illicit_liquor,0.42,1,2025-06-10,2026-06-30,,
P000280,Manjunath Nagappa,ಮಂಜುನಾಥ ನಾಗಪ್ಪ,,1,1970,4,47,illicit_liquor,0.09,3,2022-03-03,2023-05-03,,
P000281,Mahesh Basappa,ಮಹೇಶ ಬಸಪ್ಪ,,1,1962,23,300,highway_dacoity,0.09,1,2024-06-18,2026-06-30,,
P000282,Yallappa Rangappa,ಯಲ್ಲಪ್ಪ ರಂಗಪ್ಪ,,1,1983,26,332,chain_snatching,0.42,1,2023-01-03,2026-06-30,,
P000283,Bhagya Basappa,ಭಾಗ್ಯ ಬಸಪ್ಪ,,2,2002,19,244,highway_dacoity,0.09,3,2021-07-24,2025-01-27,G00085,
P000284,Kumar Basappa,ಕುಮಾರ ಬಸಪ್ಪ,,1,1976,18,233,illicit_liquor,0.09,10,2022-01-28,2023-04-05,,
P000285,Venkatesh Siddappa,ವೆಂಕಟೇಶ ಸಿದ್ದಪ್ಪ,,1,1997,4,52,chit_fund_cheating,0.09,3,2021-05-27,2022-07-04,,
P000286,Mahadev Muniyappa,ಮಹಾದೇವ ಮುನಿಯಪ್ಪ,Battale,1,2003,27,346,mobile_snatching,0.09,4,2021-02-21,2025-01-23,G00063,
P000287,Mahesh Basappa,ಮಹೇಶ ಬಸಪ್ಪ,,1,1990,26,329,chain_snatching,0.42,3,2021-08-29,2023-03-13,,
P000288,Lakshmi Hanumappa,ಲಕ್ಷ್ಮಿ ಹನುಮಪ್ಪ,,2,2004,7,84,house_break_night,0.09,1,2025-02-21,2026-06-30,,
P000289,Ningaraj Fakirappa,ನಿಂಗರಾಜ ಫಕೀರಪ್ಪ,,1,1963,29,369,house_break_night,0.09,1,2022-08-04,2023-06-22,,
P000290,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,Kadu,1,2003,3,37,mobile_snatching,0.09,1,2022-08-27,2024-02-02,,
P000291,Mahesh Basappa,ಮಹೇಶ ಬಸಪ್ಪ,,1,1968,4,48,sand_smuggling,0.09,1,2021-01-28,2022-03-23,,
P000292,Nagaraj Basappa,ನಾಗರಾಜ ಬಸಪ್ಪ,,1,1967,17,218,ndps_ganja,0.09,5,2024-02-05,2024-11-25,G00149,
P000293,Ganesh Puttappa,ಗಣೇಶ ಪುಟ್ಟಪ್ಪ,Dodda,1,1973,12,155,chain_snatching,0.09,7,2023-02-15,2025-08-15,,
P000294,Rajanna Chikkegowda,ರಾಜಣ್ಣ ಚಿಕ್ಕೇಗೌಡ,,1,1972,26,329,two_wheeler_theft,0.09,4,2022-10-20,2025-08-10,,
P000295,Ashok Basappa,ಅಶೋಕ ಬಸಪ್ಪ,,1,1962,2,30,cattle_theft,0.09,1,2021-01-11,2024-12-15,,
P000296,Manjunath Boregowda,ಮಂಜುನಾಥ ಬೋರೇಗೌಡ,,1,1993,15,188,shop_burglary,0.09,2,2022-12-04,2026-06-30,G00139,
P000297,Prakash Nagappa,ಪ್ರಕಾಶ ನಾಗಪ್ಪ,Chikka,1,1995,28,353,shop_burglary,0.09,1,2022-11-24,2024-09-16,,
P000298,Basavaraj Krishnappa,ಬಸವರಾಜ ಕೃಷ್ಣಪ್ಪ,Uddha,1,1979,4,46,hurt_affray,0.09,1,2024-06-13,2025-02-19,,
P000299,Prakash Fakirappa,ಪ್ರಕಾಶ ಫಕೀರಪ್ಪ,,1,2004,4,52,card_skimming,0.42,5,2025-05-17,2026-06-30,G00050,
P000300,Chandrashekar Nagappa,ಚಂದ್ರಶೇಖರ ನಾಗಪ್ಪ,,1,1968,13,164,ndps_ganja,0.09,1,2025-10-25,2026-06-30,,
P000301,Nagesh Boregowda,ನಾಗೇಶ ಬೋರೇಗೌಡ,,1,1986,4,52,hurt_affray,0.09,3,2022-10-30,2024-07-27,G00016,
P000302,Kavitha Nagappa,ಕವಿತಾ ನಾಗಪ್ಪ,,2,1995,17,223,illicit_liquor,0.09,1,2021-07-02,2023-09-17,,
P000303,Manjunath Chennappa,ಮಂಜುನಾಥ ಚೆನ್ನಪ್ಪ,Kadu,1,1964,5,69,house_break_night,0.09,1,2022-02-22,2025-08-12,,
P000304,Manjunath Ningappa,ಮಂಜುನಾಥ ನಿಂಗಪ್ಪ,,1,1976,4,52,mobile_snatching,0.09,1,2022-12-28,2023-07-08,,
P000305,Anand Nagappa,ಆನಂದ ನಾಗಪ್ಪ,,1,1999,25,318,chain_snatching,0.09,1,2025-05-14,2026-06-30,,
P000306,Naveen Yamanappa,ನವೀನ ಯಮನಪ್ಪ,,1,1978,7,85,two_wheeler_theft,0.09,1,2022-06-15,2025-04-25,,
P000307,Madhu Gurappa,ಮಧು ಗುರಪ್ಪ,,1,2000,31,404,highway_dacoity,0.09,1,2024-10-24,2025-10-22,,
P000308,Kumar Ningappa,ಕುಮಾರ ನಿಂಗಪ್ಪ,,1,1962,4,53,card_skimming,0.42,1,2021-10-30,2024-10-25,,
P000309,Nanjundappa Ningappa,ನಂಜುಂಡಪ್ಪ ನಿಂಗಪ್ಪ,Pailwan,1,2002,7,88,highway_dacoity,0.09,1,2021-08-23,2022-07-12,,
P000310,Nagaraj Rangappa,ನಾಗರಾಜ ರಂಗಪ್ಪ,,1,1982,4,53,card_skimming,0.09,1,2022-05-26,2023-09-18,,
P000311,Sunil Shivappa,ಸುನೀಲ ಶಿವಪ್ಪ,,1,1961,8,93,shop_burglary,0.09,2,2025-09-05,2026-06-30,G00104,C0035
P000312,Suresh Mallappa,ಸುರೇಶ ಮಲ್ಲಪ್ಪ,,1,1965,3,39,two_wheeler_theft,0.09,2,2026-01-21,2026-06-30,,
P000313,Ramesh Hanumappa,ರಮೇಶ ಹನುಮಪ್ಪ,,1,1983,2,28,house_break_night,0.09,1,2024-01-24,2026-06-30,,
P000314,Ganesh Mallappa,ಗಣೇಶ ಮಲ್ಲಪ್ಪ,Lorry,1,1995,17,213,mobile_snatching,0.09,1,2023-12-13,2025-12-04,,
P000315,Ramesh Basappa,ರಮೇಶ ಬಸಪ್ಪ,,1,1991,4,51,hurt_affray,0.09,3,2021-05-02,2022-01-19,G00022,
P000316,Veeresh Ramegowda,ವೀರೇಶ ರಾಮೇಗೌಡ,,1,2001,7,85,highway_dacoity,0.09,1,2022-01-09,2025-07-01,,
P000317,Ganesh Sangappa,ಗಣೇಶ ಸಂಗಪ್ಪ,,1,1980,1,21,chit_fund_cheating,0.09,1,2023-08-29,2026-06-30,,
P000318,Venkatesh Kempegowda,ವೆಂಕಟೇಶ ಕೆಂಪೇಗೌಡ,Dodda,1,1980,15,193,hurt_affray,0.42,1,2023-10-09,2026-06-30,,
P000319,Basavaraj Hanumappa,ಬಸವರಾಜ ಹನುಮಪ್ಪ,,1,1984,13,158,two_wheeler_theft,0.09,2,2023-06-10,2026-06-30,,
P000320,Vijay Ningappa,ವಿಜಯ ನಿಂಗಪ್ಪ,Kadu,1,2004,1,16,mobile_snatching,0.09,1,2022-05-23,2022-12-21,,
P000321,Gopal Muniyappa,ಗೋಪಾಲ ಮುನಿಯಪ್ಪ,,1,1999,17,224,house_break_night,0.09,8,2021-10-20,2025-07-12,G00146,
P000322,Praveen Kempegowda,ಪ್ರವೀಣ ಕೆಂಪೇಗೌಡ,Uddha,1,1978,22,282,house_break_night,0.09,3,2023-09-27,2026-06-30,G00008,
P000323,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,Kabbina,1,2003,2,26,two_wheeler_theft,0.09,1,2024-08-04,2026-06-30,,
P000324,Shivakumar Shivappa,ಶಿವಕುಮಾರ ಶಿವಪ್ಪ,,1,2002,4,46,house_break_night,0.09,9,2024-10-06,2026-06-30,,
P000325,Suresh Yamanappa,ಸುರೇಶ ಯಮನಪ್ಪ,Pailwan,1,1984,27,345,mobile_snatching,0.09,1,2023-07-22,2025-11-19,,
P000326,Shobha Rangappa,ಶೋಭಾ ರಂಗಪ್ಪ,,2,1978,7,84,shop_burglary,0.09,2,2023-10-20,2024-03-01,,C0094
P000327,Kumar Basappa,ಕುಮಾರ ಬಸಪ್ಪ,,1,1995,29,370,chain_snatching,0.42,1,2023-09-09,2026-06-30,,
P000328,Ambika Basappa,ಅಂಬಿಕಾ ಬಸಪ್ಪ,,2,1976,18,233,card_skimming,0.09,1,2022-10-14,2023-08-07,,
